"variant","driver_id","ride_pre","ride"
"control","3e374035-d3c8-4b36-b811-24c53a9b9f4a",68,64
"control","f018df8d-d36d-4b0b-94ca-8384e07047f1",123,141
"control","a7db4c49-1957-467a-9a57-b09e5439c968",112,95
"test","44c77114-8efc-4a9b-b9a0-460f9c9fd3cd",100,89
"control","1d59907f-7ff3-4f91-bdd8-ceacad42cd8b",75,87
"control","4b238ef7-6443-4515-aff6-4190d2ff0658",73,65
"test","ac0b948b-558c-4293-a17e-b95a40a49987",145,154
"control","a7a106aa-778a-41cd-aa77-f04300e2a089",151,148
"control","80d8f609-717d-46cc-8048-47f604ba12a5",120,122
"test","ee21927c-c61e-40b2-b596-5732fa7f4793",99,105
"test","4d51d763-1aad-46b3-b655-3944ea29e368",104,109
"test","f7a004f6-8f4e-40cb-a900-f1bfd8ae9ed1",85,77
"test","000c93a2-1a5b-41f5-ab8c-ba8f6c5e150c",71,98
"control","2e6c13b3-17e8-45fb-bbde-cb0737763c6b",52,96
"control","6e2d1265-5d87-44b6-9e7c-1fb934246d84",103,133
"test","6d353a28-1c94-480a-9e9f-1c0cedfeb3b6",51,44
"test","15c44e2c-9520-47ea-81b2-00add4f4796b",142,117
"test","e47738f3-2298-4d28-baa8-644715c9ab9e",56,57
"control","244778fd-3ae0-4538-9a88-9886f0b2f08a",74,52
"control","5a24b122-76f6-4f8c-87b5-44ed406439da",41,66
"control","74c0a1c2-d5c0-44fe-aac8-0494641cce54",19,61
"control","26ee0068-6df2-4e4c-a053-9b99978d8101",73,89
"control","0f5ab322-e96a-4cfc-af6b-a51b1cf32df9",68,70
"control","fe2c6a3d-e898-47fe-b9fc-0cca63e3277e",74,79
"control","14b6b8a9-0d3f-4b2b-a494-a25a66471904",76,65
"control","9ab55683-8edd-4d15-834f-c763b05df6c3",73,70
"control","e5caba2d-6442-414d-a627-cf9e2923f699",114,115
"control","fc46f85c-43ca-4f5a-93b3-3d2e892bee12",77,100
"control","df7d1acf-cada-4a80-86ac-ece28988905a",142,147
"control","1dcf5f5b-5b0e-4505-bb94-5d5cbc811a71",73,89
"test","3b8bc9c6-8cd2-43d7-8145-ea29c82d60ba",77,80
"test","7373d30b-901f-4b0a-bf38-d71ea15bd6ca",142,139
"control","87df523a-8803-4505-8a4c-252e9982b249",29,53
"control","09e79240-44b4-44ba-88f4-e6a8313df911",135,118
"control","d14f87e4-5fc4-407d-acd8-dd493fd1c5ce",66,64
"test","10fa8ec6-7051-4231-8ab0-c5e5da317e02",117,117
"test","5048d75f-440d-4709-8c9d-2f2f03420cdc",103,104
"control","80641340-93c8-4aca-9da2-9373cd0ff79c",93,115
"test","39053ead-ca28-43f2-b559-e34cbf965812",97,114
"test","06dd67ce-5b64-41df-80d4-f5a445216522",70,52
"test","d697fc2e-db4e-4527-871e-0a7bd32eeb2d",91,116
"test","f95fdd4a-6996-42d5-adc8-69a20ee25608",55,58
"test","49689c46-889b-443c-97da-56529fec4a3d",120,120
"test","6446e58c-8acf-451f-ae1d-ba80f0009746",67,75
"control","1e4e1cae-e996-48aa-9135-0ff451ef1f4b",67,79
"control","5c016c74-7e71-4f8e-993f-5078ef4c57e8",122,136
"test","24672655-e5dc-4e51-a4fd-873547b4861a",163,140
"control","7ac0e682-a15b-4271-bed9-96693408f82b",74,66
"control","c6fdbfca-74d0-4164-b9f1-2f868671fa65",100,94
"test","36da3db2-8ebf-4ba0-98af-7ceac6079c6c",67,93
"control","0df301c2-8018-4382-8841-90d9ddd4b0bf",111,78
"test","ed046c66-c315-4480-99cd-fcca2147122c",44,68
"control","02ac4ac3-a930-42c4-b6a0-c69e6f809f59",85,76
"test","6d393f8e-08d2-4bfd-bce1-370fed6700b3",157,163
"test","9c86ebe7-32f3-4ff6-886e-c6c0a5d13e58",103,105
"test","791dc73a-fe50-4d89-a1fe-52262363bda6",89,90
"control","1aafd4a5-5bd7-4e3b-8fbe-5d7279969239",52,51
"test","9f0f1ab5-0aa5-4814-971f-d90e035308b4",NA,81
"control","caf90eec-f7de-4a06-b19c-4a62f27a4f01",149,139
"test","90525367-9486-44f2-b5f1-c1dd4e7cd998",87,125
"test","93ac303d-cd28-405e-a6d4-2bde700baf9b",152,130
"control","c28e45d9-eb8f-422a-a040-801344bdaf4e",63,64
"test","a861e95c-7274-4b72-a665-274c946bb1a4",67,55
"control","448a3f37-8aac-4a23-9556-b13c37329669",57,63
"test","de2fdd22-632d-479b-ab4a-cd69b0243d6b",99,122
"test","a069356a-d3cd-49eb-a0a1-62d1509b12d7",114,123
"control","438b0460-aefd-4202-9123-801cc124e360",76,73
"test","a48590a9-1d74-48b0-96ee-3a716703d10f",80,117
"test","d0033486-6c90-422b-8f55-2dcdbf64000e",108,103
"control","bd683192-955c-4d0c-9ef5-b86293181289",99,96
"test","19fb7071-f430-4218-9c02-c83275ea2604",142,134
"test","23fd6c36-68f0-4a69-b2b8-7dc2ade787b4",62,42
"control","10de6c76-3420-4c0a-9ba1-b99a931bce1e",138,140
"control","56aa9880-f919-43a9-8a67-794527157f16",68,59
"control","ade5e9ee-91e5-4329-9362-8762a506f883",95,99
"control","84f74123-7cdd-410b-acb9-6ff352832ae5",96,92
"control","8f4ef525-9866-456f-9af7-e873472ffa9b",62,60
"test","4452324c-365c-4125-bb65-9f8f56c9805f",63,57
"test","ef0f6359-bb29-4b98-9388-e6a26b55567d",68,72
"test","dc13e70d-8119-4605-aeb8-d9ecb4f8aad8",98,97
"test","9226c7b0-8818-4b44-b56e-8382b57c614d",88,72
"test","d682062d-a674-47ad-8871-3fd953792f97",54,60
"test","2d04ef7c-096a-448d-8201-3a418cf1f8df",124,105
"control","851bad04-6364-4754-9c12-b840fb0df463",56,54
"control","7e62f852-e0ed-4958-b236-1797243d8f98",75,70
"control","2ceeb339-4155-4439-931c-7b5bc536b1fb",62,78
"test","0eaeb259-ff11-47fb-8308-e068e00c3047",104,90
"control","3c8aa2ad-fb9d-4ef5-9251-53e402fe572a",109,107
"test","aec98b45-244f-49af-8d09-578e88df174c",113,112
"test","db225880-cc7c-4e29-a40a-c58afb953bc5",70,90
"control","ddcd7a71-fc4b-4e45-999d-b4f3589a597e",91,102
"test","3e7ba8e9-0d71-41ba-9b35-e14a325c0469",164,144
"test","c2437008-0fdb-40c3-a97c-83659817ac28",121,127
"test","01b4b5ae-596b-4e65-ac6a-88b1c0f80f38",73,67
"control","fd0fffa3-49b9-402b-885e-1d634a395494",66,61
"test","0e38d16a-3761-4f15-8d85-53f55b5cfdbd",103,119
"control","97a4a331-8c34-4c14-842a-38fb293951a4",88,80
"control","621c56bc-c558-4e9e-b9d6-3d9fc31d20e4",60,57
"test","5f8bb2f0-67c6-4ed6-8b46-034f652a6886",111,117
"control","b1f44cc8-bb08-4765-9992-28f315bf9924",72,99
"test","bc770e5f-39e4-4680-ba09-f7544c4a7082",79,104
"control","3bbf3189-70f8-4509-aa0e-83ff4c053482",144,128
"control","d81b9813-053c-432b-9ea9-d96d21d31e77",99,90
"test","68b974e0-23ca-451d-9580-dface10b9a73",79,88
"control","454b1ac4-c388-443d-a2b0-fc9ad3ade27a",86,86
"control","90b5ebdb-dba2-4df4-b556-e3eb40f7c92a",119,111
"control","12d295d2-426e-4ecf-ac7e-f1c24d749bce",92,111
"test","00992797-bca2-417c-8984-ccfb576622bc",170,158
"control","633df5a0-7151-4e82-82e9-6dd40c158152",87,87
"control","435638c6-092f-4fd2-8a98-feb35cad829c",149,118
"control","2063953e-73d8-4903-9fa3-59562bdcbb59",NA,66
"test","8b362d75-1b2e-41f5-b60f-8beebd0e798f",62,77
"control","31989e08-f66b-46e2-939e-c67b0976493b",80,72
"control","db5be6bf-7d72-4eff-bc6d-f29ff728754b",101,104
"test","6de406f6-3a64-4df6-9a75-65ccd286d762",85,91
"control","b2a943de-6dc5-45a2-afc5-5831dc2460b3",63,60
"control","3cd7a0a0-b10e-4a1f-94f6-854a7f784257",61,77
"test","e86325ad-abc5-4de3-aaa8-0e1a3cf8535e",152,165
"control","c7f8041b-471a-4162-bbac-a5577da09c20",132,155
"control","a18d9c1d-97f0-4b97-91ff-f6fedc62f65d",102,95
"control","7389c4ff-c842-4d39-81c3-9c194677f0d1",30,39
"control","54105952-a4f0-4a29-b8f4-645feca27e2c",87,71
"control","9ddd3711-7d9f-475a-8a5d-b758b929a1fd",85,90
"test","d29d3259-3cdc-45ec-86f2-45b7819ac619",128,137
"control","a3b80421-16df-49fd-88ea-a76895c32935",140,114
"test","73a0b65c-7eba-4333-b324-69752b19b179",144,148
"test","cf1aac2a-4f10-4efb-835a-0ec1861dd53c",106,114
"control","8141e871-f88c-43c9-8891-452157727255",89,99
"test","c9a5caca-da2a-4259-ae4c-9b4f34849814",73,68
"test","415f291f-ff13-4870-aa28-f8bc18bb7c96",71,91
"test","cd98c7dc-f402-4f81-92ca-ebb93f703331",73,77
"test","1f385b6f-db64-4751-9eeb-1591b4268945",79,41
"control","dcec9c36-b038-4da2-a739-2aecbc29c38c",56,69
"test","74291f33-a859-43cb-98ae-e115f8c8d8f4",117,135
"test","1b4d1e07-91fd-4bea-be04-70671dc03eb8",74,82
"test","2e23c90f-b273-40a3-a02a-31e1303387e1",102,121
"test","db3fc3e4-ac1e-4a53-8552-df7bce92e3dc",167,149
"test","3f91a1b4-b8b2-45f0-beae-0e1581ec886b",163,153
"control","6cb871b9-a1da-40d6-8fae-c68637acd333",49,49
"control","50f6100b-1037-4b68-946f-5c10ee8f1491",87,44
"test","2c73494c-7fd5-4975-abf1-5901926f898f",87,120
"control","9b8e93fc-c7c7-4df6-9cdd-cfb68c29ac33",70,51
"control","71f72095-6734-4970-af2b-771417cbb3df",110,101
"test","97d27f5f-643e-4fc3-aab7-f208d21859a8",127,136
"test","ef900b88-46f3-4b8f-b7da-c78e7a313b34",77,91
"test","15bd6090-9f5c-40c4-941f-6edff534a15f",83,93
"test","bb4cd91e-4258-4aa0-bc1a-46556d5373f5",98,102
"control","81c4f63e-30b4-4266-84cd-cb7bc1e05766",64,73
"control","295c287f-34c7-40e1-9db0-c90848c00abf",107,147
"test","2f2a6b1a-2912-4420-8489-902f27693b36",136,139
"test","f57ed8cf-ae43-451f-b170-669be81b43b3",98,81
"control","ce775842-e3fd-400e-93f2-5855ac854a97",124,90
"control","f1aa7cbe-0c56-498a-a27f-cdcabc3ea71b",69,53
"test","04088c8d-a43c-428d-ad23-50aac9d8c06d",67,71
"test","aae07528-fc44-4582-ac2e-ef1d794bc578",94,102
"test","3dba803d-fa77-4a8a-a368-fcc33fa8e36a",101,98
"test","1e9d3c7c-a661-4bff-a720-44dd522bc364",107,100
"control","1157023d-362e-45c0-b8b2-0d7c439d5aa6",75,73
"test","fc895297-057d-4bb2-b9e7-6b7c9c5f81af",111,103
"control","e1f54d73-25c0-40dd-95e6-365d62b7adca",97,94
"test","6271dc63-ba0f-40bc-a001-9f05d28cbff1",82,97
"control","20b42208-0c78-488f-b2f9-710d1ca00f7b",94,105
"control","419dca58-f922-4c3e-bdc0-5e38ae22507a",117,118
"control","3862f6bc-9ed4-4c45-8559-33415e34b409",130,130
"control","67626615-196e-42da-b3e9-47f31dc5cdd3",129,149
"control","ec715665-567f-40cc-8eaa-b77bfd24922a",104,85
"test","56e57a82-b197-4045-948c-3dfa0197e414",117,139
"control","d1dd346c-c56f-4b80-9fa3-83887d320f36",106,104
"test","d3056fb9-032a-4040-929a-f5ce4039ad65",138,141
"test","0d543f86-31a8-4697-921e-52cde472db23",51,78
"test","dcad69a1-4866-4efe-bc06-2383c81ddeae",98,116
"test","4db3f1a6-08fb-47cb-83eb-bcbde37ab736",80,102
"control","047f8ffd-f8ff-4ccb-a314-4423b43c1e49",76,75
"test","41d9b9e5-a227-4f21-911e-18e1c8044dc4",99,111
"test","d07ff08a-32fc-4b56-b16f-aceddf531537",97,124
"control","7ea0d938-7cda-452e-b749-7df3aa920870",NA,119
"test","06b0d677-9173-4a3f-8af5-09e5f2c93385",152,156
"test","2148bf43-cfd0-452c-b715-b58ff0e95433",75,84
"test","1d13906a-1938-4d1d-897c-337d56432fea",105,105
"control","e63e7ed9-a0c3-4b57-9eb7-b8cf74bb4e7c",129,134
"control","9dbf2693-5a41-493d-b120-13cb8101c79f",146,138
"control","6507c0a4-b329-4059-8f0a-90627b8c3d5f",146,135
"control","b2cd845f-8765-4644-aca8-282cfe523780",54,59
"test","e5b1e6e2-d4c6-43c8-9df1-db740bd9cb02",137,158
"control","1fcdc41d-24e1-4c32-ae93-838434411ccf",100,87
"control","77137ac3-966b-4032-8a98-fae10e27f9fa",102,111
"control","08aa20c4-5392-4e5a-aabe-fd552e316f10",145,103
"test","7e0f6d16-5a67-4f81-b472-3deec0e8fea2",81,60
"test","e2019a50-10e0-463c-b607-f6021b6dee86",67,76
"control","9c56b4d2-641e-4999-9ac7-807fef846152",68,60
"control","d946c3aa-ad11-4a58-9c88-e3501adb1588",122,116
"control","b1f2fce7-376a-4b4c-bc87-1a6a0cfe38a4",68,70
"test","da3a2fbd-c84c-4cbc-b621-59389bba67ea",70,82
"test","e647b2ce-375c-40c6-a425-df08ed959a10",99,123
"control","437a8d1f-d413-4416-adc8-5dda6930c366",68,54
"control","6e11b310-1dbc-4ed1-b1aa-94054db3deba",105,108
"control","be6b7cae-60de-4b6e-a2b8-b301b6e09088",62,93
"control","adb8f875-7891-4b75-b6d7-f5703160dc59",108,115
"control","edf96f6a-7dc9-48d3-800f-8d151c2c74f5",131,138
"test","24984329-7c95-4190-b048-cb689dfa8251",94,114
"control","df775498-9738-4bd6-a9fa-5c1696c26ef8",80,82
"test","bcca6e13-fbf3-4172-8dd8-3214598e4240",66,71
"control","c85d5fb2-9aff-4a98-8b1d-5f738c0aabcf",95,80
"test","a59fd65d-9fa8-4e92-ab66-5038e0aff664",123,134
"control","7eea1c0c-8ecc-4ef4-bd9f-3b64b758fd35",65,60
"control","2010fb8f-df34-48b0-8f74-a965c2b640a8",65,57
"control","dc6cba7f-d52c-4a22-8a49-a76d7f321adc",76,56
"test","82ff319b-9f85-4139-9eb2-2584b10fd090",88,69
"control","b95c8d11-80e5-4a7d-8e30-410c1e99ef88",102,86
"test","c654c249-5400-40df-805b-83eb5387bb69",75,81
"control","35aa38f7-183c-4158-9ad2-df44a6a1f476",63,64
"test","bd952ad0-d2fb-4d5d-93d4-e9635f05bfb2",59,60
"test","963b6fed-5895-4dcb-8fc1-23cdcfa33861",90,69
"test","a0fa887a-8890-492d-ba30-248b103bd178",126,132
"control","3d01192d-2dbf-43da-ab0a-36796f4e6dac",141,148
"test","6701ccb9-d8df-4cd8-96a4-00d90ed194cc",116,101
"control","100b1e03-524b-4f53-af71-0e0c376d1da6",128,127
"test","4731fe50-3f20-4c13-bf45-14bab92c1836",105,87
"control","bf0ae951-2db2-48d2-b25c-8bf8a6976567",73,66
"test","d3114a74-12cb-4807-89ee-0a5074a9ff18",54,78
"test","9455f2e3-6bc2-41fc-aa21-1f764700fef7",118,117
"test","4c70b127-5b8b-4047-9268-66b0b09da0c8",62,77
"test","1bd477ee-515b-4a21-9c07-072ec08f3aa8",131,140
"test","33edcfd3-e22c-4404-8ba1-0224dfb3fa81",76,82
"control","cc9f34c9-9633-4476-afcc-94989d0a2d09",106,110
"control","7d8fc97c-f0b9-4a7b-8b8b-85c0f8fd1d2f",144,133
"test","24c6281f-3752-4c8e-b03b-8cc79ebc2945",92,90
"control","1723c585-94ee-4836-bbfc-51aa12933cb3",102,96
"control","81ea2948-e5a2-4383-a857-2f8bb92353df",116,110
"test","6715f3dc-5835-4179-bd5a-2ad66ac5e40a",131,142
"control","976c4bad-235b-46c5-a3f1-1ddaeac2b8df",112,112
"test","0ec6e014-1598-4365-8a24-3b3a70c7543e",62,58
"control","54dd33c6-357e-4e50-8ec5-f58164d4b405",110,120
"control","3fc35bc7-7b7e-4ce7-ad99-0efbae8181eb",157,138
"test","10995f03-8862-40ee-934c-20f64c89d51e",57,85
"test","a8f0e22c-1adf-4ffc-ad86-d09536d8e433",64,40
"test","a597fc52-f4db-49ab-aa2a-ac018c38b8ba",70,66
"test","e0d1d5c8-e658-430d-996b-b0b15d57288c",137,147
"test","808ea1f2-e03e-4be4-8e62-b0697396aaa1",161,151
"test","0d25d6ea-d99c-4b2a-87d8-edb37105571d",98,98
"test","0c14c68f-39f0-4e24-aa98-050eed4424c5",74,69
"test","a897f05c-85de-40dc-957d-18ea9af5be43",109,133
"control","2e290486-4de7-4250-8bc3-ae5d7d2307e6",161,133
"test","c864a3ef-8a5f-4070-95f6-562a9bce14d9",60,46
"control","6e0e6351-6753-479d-a326-03cfd30b54d0",72,59
"control","95b6e10a-9fa2-4f3b-8e08-e3ce9fdefdc3",100,80
"test","a9e04ea5-597c-4d2e-a809-e95e32cfbc91",93,79
"test","e2361ddc-41c5-4149-b12d-f262eba92e45",117,124
"control","7af1f506-426f-4fca-82ca-048ef016eed5",65,69
"test","b2beba0b-7b08-4ec0-9e24-435ef182cddc",67,77
"control","2836c1a6-d2b5-46ba-919c-cd81138d0c6a",85,65
"control","ad2926aa-e0d5-4fdd-bd9d-4b8e0c01ad13",95,77
"control","5ceb8d38-c836-4ea4-ac3d-3ced6b4e916d",73,82
"control","19267c32-7b4a-4ebe-9cd3-f764a1a1ea92",145,132
"test","63733a27-fa0a-4dd4-958b-80216bf0d0eb",98,108
"control","c4bfd0af-60c5-4a42-92c8-17871781c810",135,109
"test","dd9ca6cd-0e1e-4eae-8cb8-c2ad5822b062",53,73
"test","434afb4e-2d56-4475-bb81-6cd52eec624d",132,142
"control","67213557-fad5-4482-b89d-e09450a600f3",81,79
"test","c76f9b3d-76e7-42dd-a63e-4e2ade40ef1d",NA,93
"test","ace3a70f-066f-48ab-9866-9df7d926bc81",103,101
"control","8ad77e1c-e26c-40c7-81ac-10cdd9c5cd28",138,147
"test","aa58de47-f303-4456-9bb0-f344f615013d",96,98
"test","4974dcb5-8ffa-49a2-a845-2e2cc322e3f4",91,88
"control","86f6e788-59e5-469a-8933-51a8972511ca",112,132
"test","17f61cd0-6b32-4d30-ab3a-b96d84d056e5",70,68
"test","8e3e5d0f-7dd5-4f5a-82b2-5d2fdfb30c49",68,81
"control","99c3b824-761a-415c-939d-1deec0bf5ec1",148,113
"test","cc6594fb-60e6-4fe3-869a-62d21a4bfed3",108,108
"control","1df7f93a-295b-4688-a9fb-a32bef362bef",88,77
"test","2fcd9726-a3c0-4d17-bca5-09cb2d7e1ccb",90,106
"test","55ed2a64-1115-45b5-af90-0591379606f5",117,123
"test","031b3ccc-4f8f-41bf-8dd4-af21419aa7ac",131,144
"test","cf312be0-3ad8-46f3-82ff-11e472360e17",142,147
"test","ae527d4f-d22d-4e85-b9e1-45961ad74c2f",138,147
"control","654f392f-a6b7-4e23-ab8c-99fb55245da7",104,109
"control","61c05ac7-d562-4360-b9a7-20564cfc48e6",102,108
"control","8e1e1bd9-1c45-4785-af9e-1a919ba05843",104,108
"control","45211f43-4181-4b52-8859-01b31affd0c9",136,135
"test","e2486338-0459-4011-b7f2-bdf8775be277",52,83
"control","bc84289c-5539-40a8-9caf-50c5927a4a68",90,103
"control","e63e20cb-40c9-4845-b574-659e889a8a22",81,89
"control","7e211f2a-794e-43c9-b445-ab492a15041a",NA,107
"test","fb093f86-f275-46fd-afdb-d15246609a5f",116,126
"test","903fdd37-af8d-43f8-9782-8e29e3ebc9d2",150,136
"test","b641dbd1-34d7-4bd3-93de-107a140d615c",140,141
"test","620097da-1c13-4de3-8b5f-60499cfd2895",127,142
"control","22144b5b-78fc-4861-91f9-d1997a5ec220",65,89
"test","5ea00099-cf53-4fc3-aeff-b6f3d0eb53a4",153,171
"control","c7d63db7-b0e1-45dc-a4e7-d34df2aea792",73,84
"control","3dc3a1eb-be62-4a78-b7a3-7749b5509c2e",117,107
"control","9824d990-d751-4b2e-8387-ef0382a4e397",126,113
"control","322c6b57-0714-4294-ba41-3bb76f6ae495",50,63
"control","e2a0106b-21f4-433b-8fa9-2295807b1ea4",92,52
"test","5325ca5c-37a7-480c-bec4-85ba5b7de754",88,94
"control","1c5f4f3b-1780-439a-9d68-e0c9cb2138ca",NA,98
"test","f4d2fd30-46bd-4c3f-b9d1-5eb4e8895241",67,67
"control","bbfb03cf-7415-4c74-a523-d36e90cc96c1",103,136
"control","c148dab4-ab66-40f5-89c3-1a11b4668dfa",NA,80
"control","c8ab9a32-a4c6-4638-b0e9-d37bff42e3cc",143,134
"control","387cc6e1-c5b7-4b73-aac2-4805a323f5f4",86,97
"control","e6a55ff2-e739-4cef-a43f-ca631c49dc7a",142,154
"test","cb5415c1-1471-4eb8-b8ea-4685f2e4b3be",129,137
"test","951dec93-9860-4160-8e44-a479b858e069",115,115
"control","932b322b-f874-4805-b281-98a706e400c3",127,120
"test","8984eb74-c3f0-46af-ab8a-6780ab406773",136,142
"test","1d0a90d3-32b3-4b50-ac8e-d7aeb87a0907",71,80
"control","e14832f5-cd12-4e00-aea2-7eb63db4d66e",163,165
"control","3ac3feb9-cb51-4712-b754-48f97e795396",132,124
"test","f764b7ad-4f66-4657-9bdd-ae8e53b47fa4",70,75
"control","01ef620c-7c43-4cb0-a591-cf87d54349d4",152,146
"test","e40dd29d-7111-4c2e-842c-4e0143fbd171",96,108
"test","b21d0c82-90b2-4d2a-8135-33b5d5c2ea8b",136,135
"test","6c26828a-b8f4-4b75-8b3e-45263efe1e8b",93,100
"test","b07ac058-4ac8-4858-9152-2538d980ad9a",85,71
"test","e0159d22-3f52-445d-9e0e-cdfcd9cb661f",130,104
"control","d18d82cc-241d-4708-ae18-347666c986f9",146,161
"control","890777a2-54eb-4ee8-8179-7322b8dbead5",76,86
"test","60c696da-1318-49fa-a482-bf7dc30b988f",130,117
"control","694fd666-2d40-4735-b4c6-b23ac927e52b",47,56
"control","f7bf60d6-1344-452a-9bcc-afb126d0783b",91,103
"test","0cc35dd3-61cc-43f6-a6bd-4f10c80bf6fd",67,61
"test","3059599c-96d9-4b93-a3ef-05c2e7fc1886",57,62
"control","894ad2c9-365e-416b-a365-31a0b7cd894e",140,153
"control","1ccc2871-176f-41ae-bb4e-ed26b6893e9c",130,128
"test","62e72abb-7c16-4cbd-83a1-5d796578642c",132,156
"test","54951954-083f-46f4-801e-512211848902",60,67
"control","574609c4-697c-4321-836b-2a71332f4adf",115,129
"control","8d0cfaa2-7913-458d-ad0e-1d2ba12c9f98",41,78
"control","9bf6de02-6b46-4124-a818-325f6d206a89",157,162
"test","0fb0b1e8-cfcc-47e5-b663-ad2f92085662",70,73
"test","cbaa56b0-110b-4346-a32b-f54687ab23aa",100,109
"test","747b04ee-c26d-444d-a227-9630f85952d7",120,126
"control","f9f06add-f1ee-4e38-84fa-30acfe28f312",124,108
"control","0b518b46-9511-49d9-a1c2-6275f630248c",112,110
"test","620ee738-8cf7-4154-b712-87de12e2066c",102,108
"test","29522b78-7459-4c9f-87d1-8c05d88a3f66",107,115
"control","4af9db0c-0331-49f8-9554-3ac866a5e08f",90,71
"control","485bfce0-00f2-42f1-995e-e57b428635ac",60,73
"control","2b1345a1-c74a-469f-bf2a-f00178d11b57",83,51
"control","c7e4d721-de34-46f4-ab66-7319069a3838",143,143
"test","067af221-e8aa-4ad9-abc7-3b0a138f0292",69,64
"test","5019b833-77ab-4d66-a513-3cba129013fe",142,125
"test","47aa7fb4-8415-49d9-aff7-ea3045274fc7",119,126
"control","975b158d-d461-4ab5-9f26-b07501365b33",143,140
"test","af6650e7-4f57-491a-ab10-25a5100b9d5c",138,153
"test","9567b09f-2ec9-4a7e-bd9a-d750d42c2712",95,97
"test","22e1ecc7-a4d6-46f2-b356-5920eaa34681",109,108
"test","e1ccdeab-e058-44a7-af1c-b7240392db15",86,85
"control","ff2ed126-e7d9-42ae-9f08-06302333c13c",156,145
"test","0080816a-b4fe-40c3-a181-f7a95c3bd359",103,121
"test","b69cbbdb-4356-4fcd-ba42-b01c423b5480",59,73
"control","e8417d43-dc1f-4d70-87eb-7b5723db78a4",161,121
"test","3c75545e-2c5f-49df-8aa4-5b5114d37187",139,148
"test","e5aaa6e2-964b-4be3-b8f3-fcdf9846cdeb",93,91
"test","d10d2c31-071b-4a83-9059-32d382149c6a",75,93
"control","2e52c3fe-fe32-4019-aabe-ec32f562d44d",46,56
"test","4e6aa75c-81a8-49f6-85c6-0ef4ce98f681",123,120
"test","6685a233-4e03-4b52-b19c-be5a7d2062c5",63,70
"test","9de9f750-e708-4d38-ac8d-0695fa7a605a",86,90
"control","c8d51328-88e9-4056-9325-3173a62b6e86",137,130
"control","aca12bca-ab7e-40d3-8c58-63c1df5271ef",81,65
"test","1f13571a-c7b9-4663-a8b4-367ce218b929",151,159
"control","23811ecd-e05b-4572-a655-e09f0b0e08cb",154,150
"test","42f6b6ff-6a30-4892-8226-4fd586418641",93,92
"control","a48fdc88-0bbc-468c-aa55-a1e2a23d2968",78,84
"control","3339370c-5341-4af5-a457-64dc7fa6c93e",128,132
"test","eace0573-7468-45a3-ae38-9a7f002b9ad1",56,55
"control","e62c4325-ec94-480e-a3de-9d1bda35a285",87,101
"control","b26d82c6-a76f-4df7-9f00-73a0ec77da29",133,135
"control","94866561-453c-4bd9-b62d-d6b59bcf0f42",139,149
"test","d427d5fd-0768-4817-9596-1279d019f14b",114,117
"control","0b4228d0-2ea7-43e4-9e4a-74cf9fe082b3",90,64
"control","af9c3189-1f84-4900-93d8-6cd28b8ce43f",118,111
"test","720a12c3-26c1-4b59-9870-bcd329965014",62,75
"control","c49b50a5-aac8-40c8-b9d6-da362f7c0422",137,124
"test","77f3a3eb-81df-4032-b85a-7436180e9d75",68,46
"control","d1585903-1385-48e3-a546-9c0515a8e96c",122,143
"test","e978de92-c3f3-4fbd-9c66-f53a26f3078f",93,74
"test","d358e218-b2e3-4a89-b25b-6aa71ce7080a",108,108
"control","105c9542-a593-4ecf-895b-225807e86579",63,46
"test","25ddebac-7977-4b17-afe8-9cd8335d3e49",145,131
"test","5ee6f90f-ff9d-49ba-b286-3da689e3fa76",123,136
"test","1396ddc9-8b46-4e34-b170-22fdc3374828",167,168
"test","e5cd04ea-702c-45d0-90bc-e33e23a745c4",77,75
"test","3c989170-cf20-4733-a409-4c52506bc5cd",131,123
"control","05053b9f-6fd4-47a0-84d5-0b9a33c69e97",146,141
"control","9a629e49-4400-4632-90a7-d0362d87aadf",137,132
"control","7bec68cb-d6af-497f-902b-d9108026b9e8",124,121
"control","857aac28-067b-41ba-bf42-ef41b228a174",107,119
"control","8bc7466c-cbb4-4d99-9f4d-55b7f0a89fea",76,77
"control","0d600888-0078-4f20-b1b8-1d631e66a316",93,115
"test","7eac9589-87c1-4060-9555-bf3c5dce9708",144,128
"test","8f016818-62ee-4233-b3d4-fbae6d9c49e3",110,100
"control","7f5aac90-bc7a-4721-8636-d8c7c5d4db14",99,85
"test","d5c441b0-9264-4ec4-955e-e17061db27b4",82,87
"test","e42a3184-d518-449f-878c-9da0e6a4e3b0",81,98
"control","484d10d5-d532-4ce5-a03b-e2002a56f99d",91,92
"test","8fff6ce5-7d9b-450c-b08b-a2f574dd15e2",62,63
"control","90d9d4b5-a7cd-4bf7-8f13-15b2f21de4ef",101,106
"test","429242bd-1968-4693-90fc-930aa1efc732",124,119
"test","dbed30c9-6c00-4d0b-937a-2994df2f6634",156,151
"test","f6b90bc0-aa0e-48b9-b9fe-c515e639e332",139,125
"test","35083b36-d00e-4174-acf1-c9332673e411",105,132
"control","c110995c-c6ce-4377-b1b4-31abb7b2f8ed",106,129
"control","2835fd30-dd2c-41e5-a1a4-97b422201f24",63,70
"control","29da2247-d7da-430f-b3b7-8bb10b6f236c",149,173
"test","5ef864cf-6a51-4f10-86e9-5615eb36d366",49,55
"control","4750e9a3-9c87-4aa0-aca1-068827d10021",124,121
